WellName~ WellType~ ScreenID~ ZTop~ ZBottom~ Rwell
4462-P_09~ Pumping~ 1~ -7.766114e+01~ -1.993852e+02~  1.000000e+00
4466-P_09~ Pumping~ 1~ -6.365957e+01~ -1.993662e+02~  1.000000e+00
446-P_98~ Pumping~ 1~ -3.304639e+01~ -1.992097e+02~  1.000000e+00
4471-P_09~ Pumping~ 1~ -7.795149e+01~ -1.993867e+02~  1.000000e+00
4474-P_09~ Pumping~ 1~  2.946197e+00~ -1.990681e+02~  1.000000e+00
4480-P_09~ Pumping~ 1~ -4.735921e+01~ -1.992731e+02~  1.000000e+00
4484-P_09~ Pumping~ 1~ -4.627361e+01~ -1.992911e+02~  1.000000e+00
4485-P_09~ Pumping~ 1~ -4.735921e+01~ -1.992731e+02~  1.000000e+00
448-P_98~ Pumping~ 1~  2.240107e+01~ -1.990865e+02~  1.000000e+00
4493-P_09~ Pumping~ 1~ -6.106538e+01~ -1.986712e+02~  1.000000e+00
4494-P_09~ Pumping~ 1~ -5.858768e+01~ -1.908337e+02~  1.000000e+00
4498-P_09~ Pumping~ 1~ -6.958311e+01~ -1.993446e+02~  1.000000e+00
449-P_98~ Pumping~ 1~ -5.782809e+01~ -1.993087e+02~  1.000000e+00
4502-P_09~ Pumping~ 1~  7.146544e+00~  4.237567e+00~  1.000000e+00
4503-P_09~ Pumping~ 1~ -4.087519e+01~ -1.992474e+02~  1.000000e+00
4504-P_09~ Pumping~ 1~ -2.805901e+01~ -1.992145e+02~  1.000000e+00
450-P_98~ Pumping~ 1~ -6.155196e+01~ -1.993229e+02~  1.000000e+00
4517-P_09~ Pumping~ 1~  6.024605e+00~ -2.591215e+01~  1.000000e+00
4519-P_09~ Pumping~ 1~  8.963663e+00~ -1.097673e+00~  1.000000e+00
451-P_98~ Pumping~ 1~ -4.348289e+01~ -1.992509e+02~  1.000000e+00
452-P_98~ Pumping~ 1~ -6.610277e+01~ -1.993271e+02~  1.000000e+00
4539-P_09~ Pumping~ 1~ -4.103720e+01~ -1.992452e+02~  1.000000e+00
453-P_98~ Pumping~ 1~ -6.155196e+01~ -1.993229e+02~  1.000000e+00
4542-P_09~ Pumping~ 1~ -3.682749e+01~ -1.992258e+02~  1.000000e+00
4543-P_09~ Pumping~ 1~ -2.732473e+01~ -1.991603e+02~  1.000000e+00
4552-P_09~ Pumping~ 1~  2.372677e+00~ -1.376294e+01~  1.000000e+00
4553-P_09~ Pumping~ 1~  8.414586e+00~ -7.891176e+01~  1.000000e+00
4554-P_09~ Pumping~ 1~ -7.626447e+01~ -1.994596e+02~  1.000000e+00
4555-P_09~ Pumping~ 1~  8.654875e+00~ -2.156022e+01~  1.000000e+00
4558-P_09~ Pumping~ 1~ -3.632066e+01~ -1.992128e+02~  1.000000e+00
4561-P_09~ Pumping~ 1~  6.249016e+00~ -4.073268e+01~  1.000000e+00
4564-P_09~ Pumping~ 1~  8.494127e+00~ -1.192474e+00~  1.000000e+00
456-P_98~ Pumping~ 1~ -6.185690e+01~ -1.993058e+02~  1.000000e+00
4581-P_09~ Pumping~ 1~ -9.393051e+00~ -1.991243e+02~  1.000000e+00
4585-P_09~ Pumping~ 1~  3.944604e+01~ -1.052166e+00~  1.000000e+00
4596-P_09~ Pumping~ 1~  1.851979e+01~ -1.992230e+02~  1.000000e+00
4608-P_09~ Pumping~ 1~ -7.278321e+01~ -1.993607e+02~  1.000000e+00
4617-P_09~ Pumping~ 1~ -2.848847e+01~ -1.991381e+02~  1.000000e+00
4618-P_09~ Pumping~ 1~ -1.046122e+00~ -9.099974e+01~  1.000000e+00
4619-P_09~ Pumping~ 1~  4.869513e+00~ -6.761615e+01~  1.000000e+00
4638-P_10~ Pumping~ 1~ -6.610277e+01~ -1.993271e+02~  1.000000e+00
4639-P_10~ Pumping~ 1~ -4.758482e+00~ -1.991300e+02~  1.000000e+00
4642-P_10~ Pumping~ 1~  7.106958e+00~ -1.899108e+01~  1.000000e+00
4657-P_10~ Pumping~ 1~ -6.610277e+01~ -1.993271e+02~  1.000000e+00
4711-P_10~ Pumping~ 1~ -4.269569e+01~ -1.846614e+02~  1.000000e+00
472-P_98~ Pumping~ 1~  1.332251e+01~ -7.361757e+00~  1.000000e+00
4731-P_10~ Pumping~ 1~  3.574179e+00~ -6.121244e+01~  1.000000e+00
4735-P_10~ Pumping~ 1~ -5.486145e+01~ -1.992707e+02~  1.000000e+00
473-P_98~ Pumping~ 1~ -3.883927e+01~ -1.992347e+02~  1.000000e+00
474-P_98~ Pumping~ 1~  3.926992e+00~ -1.990843e+02~  1.000000e+00
4759-P_10~ Pumping~ 1~ -3.327447e+01~ -1.251104e+02~  1.000000e+00
475-P_98~ Pumping~ 1~ -7.748552e+01~ -1.994037e+02~  1.000000e+00
4771-P_10~ Pumping~ 1~ -4.702330e+01~ -1.992638e+02~  1.000000e+00
4773-P_10~ Pumping~ 1~ -7.281554e+01~ -1.993609e+02~  1.000000e+00
477-P_98~ Pumping~ 1~ -6.334724e+01~ -1.993487e+02~  1.000000e+00
4783-P_10~ Pumping~ 1~ -6.459085e+01~ -1.993196e+02~  1.000000e+00
4788-P_10~ Pumping~ 1~  2.306490e+01~  1.270979e+01~  1.000000e+00
4790-P_10~ Pumping~ 1~ -5.475896e+01~ -1.992701e+02~  1.000000e+00
4795-P_10~ Pumping~ 1~  6.577470e+00~ -2.720345e+01~  1.000000e+00
4796-P_10~ Pumping~ 1~  6.577470e+00~ -2.720345e+01~  1.000000e+00
4799-P_10~ Pumping~ 1~  5.756825e+00~ -4.952090e+01~  1.000000e+00
479-P_98~ Pumping~ 1~ -8.468334e+01~ -1.994483e+02~  1.000000e+00
4801-P_10~ Pumping~ 1~ -5.151443e+01~ -1.992876e+02~  1.000000e+00
480-P_98~ Pumping~ 1~ -4.015160e+01~ -1.992257e+02~  1.000000e+00
4813-P_10~ Pumping~ 1~ -8.524002e+01~ -1.994233e+02~  1.000000e+00
4817-P_10~ Pumping~ 1~ -6.714918e+01~ -1.993324e+02~  1.000000e+00
481-P_98~ Pumping~ 1~ -5.745954e+01~ -1.993216e+02~  1.000000e+00
4822-P_10~ Pumping~ 1~ -4.576642e+01~ -1.992250e+02~  1.000000e+00
4824-P_10~ Pumping~ 1~ -7.331412e+01~ -1.993634e+02~  1.000000e+00
4827-P_10~ Pumping~ 1~ -3.793882e+01~ -1.992136e+02~  1.000000e+00
483-P_98~ Pumping~ 1~ -4.061149e+01~ -1.992340e+02~  1.000000e+00
4840-P_10~ Pumping~ 1~ -7.318526e+01~ -1.993772e+02~  1.000000e+00
4841-P_10~ Pumping~ 1~ -6.155870e+01~ -1.994109e+02~  1.000000e+00
484-P_98~ Pumping~ 1~ -4.110576e+01~ -1.992375e+02~  1.000000e+00
4859-P_10~ Pumping~ 1~ -1.990286e+00~ -1.991181e+02~  1.000000e+00
4863-P_10~ Pumping~ 1~ -6.888107e+01~ -1.993747e+02~  1.000000e+00
4864-P_10~ Pumping~ 1~ -2.947361e+01~ -1.991712e+02~  1.000000e+00
4865-P_10~ Pumping~ 1~ -4.553765e+01~ -1.992624e+02~  1.000000e+00
4867-P_10~ Pumping~ 1~ -3.823547e+01~ -1.992348e+02~  1.000000e+00
486-P_98~ Pumping~ 1~ -7.455089e+01~ -1.993835e+02~  1.000000e+00
4874-P_10~ Pumping~ 1~  5.301860e+00~ -4.945620e+01~  1.000000e+00
487-P_98~ Pumping~ 1~ -3.320397e+01~ -1.991995e+02~  1.000000e+00
4887-P_10~ Pumping~ 1~  2.184636e+01~ -1.930413e+02~  1.000000e+00
488-P_98~ Pumping~ 1~  1.648162e+01~  8.587797e+00~  1.000000e+00
4894-P_10~ Pumping~ 1~ -2.841435e+01~ -1.355625e+02~  1.000000e+00
4896-P_10~ Pumping~ 1~ -2.827806e+01~ -9.772246e+01~  1.000000e+00
4898-P_10~ Pumping~ 1~ -5.693278e+01~ -1.992811e+02~  1.000000e+00
489-P_98~ Pumping~ 1~ -7.177558e+01~ -1.993557e+02~  1.000000e+00
4900-P_10~ Pumping~ 1~  2.105606e+01~  1.140975e+01~  1.000000e+00
490-P_98~ Pumping~ 1~ -7.177558e+01~ -1.993557e+02~  1.000000e+00
4910-P_10~ Pumping~ 1~ -4.978468e+01~ -1.865297e+02~  1.000000e+00
4915-P_10~ Pumping~ 1~  1.036651e+01~  6.649277e+00~  1.000000e+00
491-P_98~ Pumping~ 1~ -7.177558e+01~ -1.993557e+02~  1.000000e+00
492-P_98~ Pumping~ 1~ -7.177558e+01~ -1.993557e+02~  1.000000e+00
492-P_99~ Pumping~ 1~ -7.177558e+01~ -1.993557e+02~  1.000000e+00
4935-P_10~ Pumping~ 1~  1.183478e+01~ -1.454272e+01~  1.000000e+00
493-P_98~ Pumping~ 1~ -8.580228e+01~ -1.994439e+02~  1.000000e+00
4943-P_10~ Pumping~ 1~ -4.573658e+01~ -1.992248e+02~  1.000000e+00
4947-P_10~ Pumping~ 1~ -5.650271e+01~ -1.992789e+02~  1.000000e+00
494-P_98~ Pumping~ 1~ -4.322091e+01~ -1.992537e+02~  1.000000e+00
4956-P_10~ Pumping~ 1~ -6.714918e+01~ -1.993324e+02~  1.000000e+00
495-P_98~ Pumping~ 1~ -2.877342e+01~ -1.370890e+02~  1.000000e+00
4961-P_10~ Pumping~ 1~ -4.110654e+01~ -1.992472e+02~  1.000000e+00
4963-P_10~ Pumping~ 1~ -7.201649e+01~ -1.993569e+02~  1.000000e+00
4968-P_10~ Pumping~ 1~ -7.475540e+01~ -1.993706e+02~  1.000000e+00
496-P_98~ Pumping~ 1~ -7.581180e+01~ -1.994002e+02~  1.000000e+00
497-P_98~ Pumping~ 1~ -5.224176e+01~ -1.993122e+02~  1.000000e+00
498-P_98~ Pumping~ 1~ -4.103720e+01~ -1.992452e+02~  1.000000e+00
4990-P_11~ Pumping~ 1~ -6.500336e+01~ -1.993216e+02~  1.000000e+00
4996-P_11~ Pumping~ 1~ -8.151307e+01~ -1.994046e+02~  1.000000e+00
499-P_98~ Pumping~ 1~ -5.720246e+01~ -1.993154e+02~  1.000000e+00
5004-P_11~ Pumping~ 1~  1.097472e+01~  2.622770e-01~  1.000000e+00
5009-P_11~ Pumping~ 1~  5.971300e-01~ -5.288536e+00~  1.000000e+00
5016-P_11~ Pumping~ 1~  1.097472e+01~  2.622770e-01~  1.000000e+00
501-P_98~ Pumping~ 1~ -7.086292e+01~ -1.993831e+02~  1.000000e+00
5021-P_11~ Pumping~ 1~  1.063719e+01~  8.801985e+00~  1.000000e+00
5028-P_11~ Pumping~ 1~ -3.714027e+01~ -1.461915e+02~  1.000000e+00
5029-P_11~ Pumping~ 1~ -2.686670e+01~ -1.992141e+02~  1.000000e+00
503-P_98~ Pumping~ 1~ -5.308823e+01~ -1.993212e+02~  1.000000e+00
504-P_98~ Pumping~ 1~ -4.563571e+01~ -1.992680e+02~  1.000000e+00
5058-P_11~ Pumping~ 1~  1.718229e+01~  8.376280e+00~  1.000000e+00
505-P_98~ Pumping~ 1~ -7.331412e+01~ -1.993634e+02~  1.000000e+00
5062-P_11~ Pumping~ 1~ -5.177093e+01~ -1.845222e+02~  1.000000e+00
5065-P_11~ Pumping~ 1~  1.275975e+01~ -4.253021e+00~  1.000000e+00
5066-P_11~ Pumping~ 1~ -7.795149e+01~ -1.993867e+02~  1.000000e+00
5071-P_11~ Pumping~ 1~  3.547469e+00~ -8.963367e+00~  1.000000e+00
5076-P_11~ Pumping~ 1~ -4.758482e+00~ -1.991300e+02~  1.000000e+00
507-P_98~ Pumping~ 1~ -3.191862e+01~ -1.991905e+02~  1.000000e+00
5083-P_11~ Pumping~ 1~ -5.111480e+01~ -1.811618e+02~  1.000000e+00
5086-P_11~ Pumping~ 1~ -5.331898e+01~ -1.993632e+02~  1.000000e+00
5089-P_11~ Pumping~ 1~  1.365682e+01~ -1.601596e+01~  1.000000e+00
508-P_98~ Pumping~ 1~ -5.046686e+01~ -1.993183e+02~  1.000000e+00
5091-P_11~ Pumping~ 1~ -2.686670e+01~ -1.992141e+02~  1.000000e+00
5092-P_11~ Pumping~ 1~  8.549500e+00~ -1.768662e+01~  1.000000e+00
5097-P_11~ Pumping~ 1~ -4.427547e+01~ -1.858875e+02~  1.000000e+00
509-P_98~ Pumping~ 1~ -7.516715e+01~ -1.993989e+02~  1.000000e+00
5103-P_11~ Pumping~ 1~  9.508999e+00~ -5.072566e+01~  1.000000e+00
510-P_98~ Pumping~ 1~ -7.483868e+01~ -1.993710e+02~  1.000000e+00
5112-P_11~ Pumping~ 1~ -7.278321e+01~ -1.993607e+02~  1.000000e+00
5113-P_11~ Pumping~ 1~ -1.680114e+01~ -1.991810e+02~  1.000000e+00
511-P_98~ Pumping~ 1~ -5.077142e+01~ -1.992886e+02~  1.000000e+00
5124-P_11~ Pumping~ 1~  7.811300e+00~ -7.233213e+01~  1.000000e+00
5130-P_11~ Pumping~ 1~ -2.935972e+01~ -1.991790e+02~  1.000000e+00
5131-P_11~ Pumping~ 1~ -4.176075e+01~ -1.992333e+02~  1.000000e+00
5138-P_11~ Pumping~ 1~ -5.350085e+01~ -1.813851e+02~  1.000000e+00
513-P_98~ Pumping~ 1~ -4.575531e+01~ -1.992596e+02~  1.000000e+00
5145-P_11~ Pumping~ 1~ -3.318473e+01~ -1.277144e+02~  1.000000e+00
514-P_98~ Pumping~ 1~ -5.122034e+01~ -1.993479e+02~  1.000000e+00
5152-P_11~ Pumping~ 1~ -3.730249e+01~ -1.837790e+02~  1.000000e+00
515-P_98~ Pumping~ 1~ -4.591643e+01~ -1.993299e+02~  1.000000e+00
5168-P_11~ Pumping~ 1~  1.466479e+01~ -1.837563e+02~  1.000000e+00
5174-P_11~ Pumping~ 1~ -3.644477e+01~ -1.992119e+02~  1.000000e+00
517-P_98~ Pumping~ 1~ -5.793364e+01~ -1.993177e+02~  1.000000e+00
5180-P_11~ Pumping~ 1~ -6.836439e+01~ -1.993385e+02~  1.000000e+00
518-P_98~ Pumping~ 1~ -1.946036e+01~ -1.991359e+02~  1.000000e+00
5192-P_12~ Pumping~ 1~ -4.956838e+01~ -1.993399e+02~  1.000000e+00
519-P_98~ Pumping~ 1~ -7.697745e+01~ -1.994001e+02~  1.000000e+00
5207-P_12~ Pumping~ 1~  1.051126e+01~  8.521262e+00~  1.000000e+00
5209-P_12~ Pumping~ 1~ -2.239870e+01~ -1.991075e+02~  1.000000e+00
5222-P_12~ Pumping~ 1~ -1.036339e+01~ -1.991315e+02~  1.000000e+00
5229-P_12~ Pumping~ 1~  1.204574e+01~ -1.266301e+01~  1.000000e+00
522-P_98~ Pumping~ 1~ -4.007900e+01~ -1.992460e+02~  1.000000e+00
5230-P_12~ Pumping~ 1~  1.207970e+01~ -1.335900e+01~  1.000000e+00
5235-P_12~ Pumping~ 1~ -7.450181e+01~ -1.993694e+02~  1.000000e+00
5248-P_12~ Pumping~ 1~ -2.902962e+01~ -1.991672e+02~  1.000000e+00
524-P_99~ Pumping~ 1~  1.036651e+01~  6.649277e+00~  1.000000e+00
5254-P_12~ Pumping~ 1~ -7.325052e+01~ -1.993631e+02~  1.000000e+00
5256-P_12~ Pumping~ 1~  7.080500e-02~ -1.788225e+01~  1.000000e+00
525-P_99~ Pumping~ 1~  2.194513e+00~ -1.991053e+02~  1.000000e+00
5267-P_12~ Pumping~ 1~  1.016186e+01~ -1.232631e+01~  1.000000e+00
5269-P_12~ Pumping~ 1~ -2.902962e+01~ -1.991672e+02~  1.000000e+00
5274-P_12~ Pumping~ 1~ -3.159950e+01~ -1.991538e+02~  1.000000e+00
5275-P_12~ Pumping~ 1~ -2.741428e+01~ -1.991821e+02~  1.000000e+00
5282-P_12~ Pumping~ 1~ -4.956838e+01~ -1.993399e+02~  1.000000e+00
5285-P_12~ Pumping~ 1~ -8.347955e+01~ -1.994145e+02~  1.000000e+00
5287-P_12~ Pumping~ 1~ -4.903270e+01~ -1.992414e+02~  1.000000e+00
5294-P_12~ Pumping~ 1~ -7.596763e+01~ -1.993767e+02~  1.000000e+00
5295-P_12~ Pumping~ 1~  7.677827e+00~ -1.990762e+02~  1.000000e+00
5296-P_12~ Pumping~ 1~ -5.051182e+01~ -1.992488e+02~  1.000000e+00
5297-P_12~ Pumping~ 1~ -5.135882e+01~ -1.992531e+02~  1.000000e+00
5304-P_12~ Pumping~ 1~  1.159475e+01~  2.089978e+00~  1.000000e+00
5309-P_12~ Pumping~ 1~ -4.007900e+01~ -1.992460e+02~  1.000000e+00
530-P_99~ Pumping~ 1~ -4.941284e+01~ -1.992603e+02~  1.000000e+00
5310-P_12~ Pumping~ 1~ -8.001091e+01~ -1.994223e+02~  1.000000e+00
5311-P_12~ Pumping~ 1~ -6.064280e+01~ -1.993307e+02~  1.000000e+00
5314-P_12~ Pumping~ 1~ -4.834425e+01~ -1.864107e+02~  1.000000e+00
5315-P_12~ Pumping~ 1~  1.037652e+01~ -4.373195e+01~  1.000000e+00
5316-P_12~ Pumping~ 1~ -5.257012e+01~ -1.917924e+02~  1.000000e+00
531-P_99~ Pumping~ 1~ -7.973384e+01~ -1.994151e+02~  1.000000e+00
5322-P_12~ Pumping~ 1~  1.466479e+01~ -1.837563e+02~  1.000000e+00
5324-P_12~ Pumping~ 1~ -2.989241e+01~ -1.991711e+02~  1.000000e+00
5328-P_12~ Pumping~ 1~ -1.430829e+01~ -1.990884e+02~  1.000000e+00
5332-P_12~ Pumping~ 1~ -6.185690e+01~ -1.993058e+02~  1.000000e+00
5334-P_12~ Pumping~ 1~  9.785420e+00~  5.792362e+00~  1.000000e+00
5339-P_12~ Pumping~ 1~ -3.760114e+01~ -1.991839e+02~  1.000000e+00
533-P_99~ Pumping~ 1~ -3.842312e+01~ -1.992250e+02~  1.000000e+00
5357-P_12~ Pumping~ 1~  1.268230e+01~ -2.340989e+01~  1.000000e+00
535-P_99~ Pumping~ 1~ -3.551594e+01~ -1.992081e+02~  1.000000e+00
5360-P_12~ Pumping~ 1~ -2.830063e+01~ -4.868782e+01~  1.000000e+00
5362-P_12~ Pumping~ 1~ -3.557353e+01~ -1.992423e+02~  1.000000e+00
5373-P_12~ Pumping~ 1~  1.237338e+01~ -3.862849e+01~  1.000000e+00
5376-P_12~ Pumping~ 1~  1.258170e-01~ -1.992778e+02~  1.000000e+00
5389-P_12~ Pumping~ 1~  1.432460e+01~  1.008601e+01~  1.000000e+00
5390-P_12~ Pumping~ 1~ -4.010380e-01~ -1.991022e+02~  1.000000e+00
5396-P_12~ Pumping~ 1~ -4.130157e+01~ -1.852538e+02~  1.000000e+00
5399-P_12~ Pumping~ 1~  1.743688e+01~  1.188396e+01~  1.000000e+00
539-P_99~ Pumping~ 1~ -4.163690e+01~ -1.992340e+02~  1.000000e+00
5401-P_12~ Pumping~ 1~  1.311098e+01~ -1.142359e+01~  1.000000e+00
540-P_99~ Pumping~ 1~ -4.769367e+01~ -1.992484e+02~  1.000000e+00
5411-P_12~ Pumping~ 1~  1.750919e+01~  1.311027e+01~  1.000000e+00
541-P_99~ Pumping~ 1~ -5.080688e+01~ -1.992893e+02~  1.000000e+00
542-P_99~ Pumping~ 1~ -4.410318e+01~ -1.992608e+02~  1.000000e+00
543-P_99~ Pumping~ 1~ -3.772972e+01~ -1.992149e+02~  1.000000e+00
5440-P_13~ Pumping~ 1~  2.946197e+00~ -1.990681e+02~  1.000000e+00
5441-P_13~ Pumping~ 1~  1.444095e+01~ -3.458318e+01~  1.000000e+00
5444-P_13~ Pumping~ 1~ -7.201649e+01~ -1.993569e+02~  1.000000e+00
5447-P_13~ Pumping~ 1~  6.719802e+00~  5.729802e+00~  1.000000e+00
5453-P_13~ Pumping~ 1~  1.952213e+01~  1.276156e+01~  1.000000e+00
5462-P_13~ Pumping~ 1~ -5.128293e+01~ -1.868712e+02~  1.000000e+00
5468-P_13~ Pumping~ 1~  1.424991e+01~  1.325980e+01~  1.000000e+00
5469-P_13~ Pumping~ 1~ -6.301785e+01~ -1.993116e+02~  1.000000e+00
5470-P_13~ Pumping~ 1~ -3.461829e+01~ -1.231031e+02~  1.000000e+00
5471-P_13~ Pumping~ 1~  1.070237e+01~ -1.955903e+01~  1.000000e+00
5475-P_13~ Pumping~ 1~  1.054237e+01~ -1.777123e+01~  1.000000e+00
5477-P_13~ Pumping~ 1~  1.218727e+01~ -3.458005e+01~  1.000000e+00
5479-P_13~ Pumping~ 1~ -4.941284e+01~ -1.992603e+02~  1.000000e+00
5480-P_13~ Pumping~ 1~  6.072549e+00~ -1.967074e+01~  1.000000e+00
5481-P_13~ Pumping~ 1~  1.808155e+01~  1.646826e+01~  1.000000e+00
5482-P_13~ Pumping~ 1~  1.808155e+01~  1.646826e+01~  1.000000e+00
5489-P_13~ Pumping~ 1~ -5.739084e+01~ -1.993143e+02~  1.000000e+00
5491-P_13~ Pumping~ 1~ -6.488495e+01~ -1.993453e+02~  1.000000e+00
5501-P_13~ Pumping~ 1~ -6.090212e+01~ -1.993323e+02~  1.000000e+00
5502-P_13~ Pumping~ 1~ -4.555112e+01~ -1.992239e+02~  1.000000e+00
5512-P_13~ Pumping~ 1~ -7.322508e+01~ -1.993629e+02~  1.000000e+00
5514-P_13~ Pumping~ 1~ -3.189593e+01~ -1.991808e+02~  1.000000e+00
5518-P_13~ Pumping~ 1~  9.583183e+00~ -1.614504e+01~  1.000000e+00
5528-P_13~ Pumping~ 1~  1.737099e+01~  1.124794e+01~  1.000000e+00
552-P_99~ Pumping~ 1~ -7.261392e+01~ -1.993599e+02~  1.000000e+00
5545-P_13~ Pumping~ 1~  6.026176e+00~ -8.683948e+00~  1.000000e+00
554-P_99~ Pumping~ 1~ -5.763007e+01~ -1.993166e+02~  1.000000e+00
5554-P_13~ Pumping~ 1~ -7.278321e+01~ -1.993607e+02~  1.000000e+00
5557-P_13~ Pumping~ 1~ -6.017671e+01~ -1.992974e+02~  1.000000e+00
5567-P_13~ Pumping~ 1~ -2.747271e+01~ -1.991330e+02~  1.000000e+00
5569-P_13~ Pumping~ 1~ -6.259596e+01~ -1.993095e+02~  1.000000e+00
5573-P_13~ Pumping~ 1~ -1.724181e+01~ -1.990816e+02~  1.000000e+00
557-P_99~ Pumping~ 1~ -3.185935e+01~ -1.992290e+02~  1.000000e+00
5586-P_13~ Pumping~ 1~  9.497304e+00~ -1.207796e+01~  1.000000e+00
5592-P_13~ Pumping~ 1~ -7.339661e+01~ -1.993638e+02~  1.000000e+00
5594-P_13~ Pumping~ 1~ -5.166432e+01~ -1.861513e+02~  1.000000e+00
5599-P_13~ Pumping~ 1~  9.213179e+00~ -1.838928e+02~  1.000000e+00
5600-P_13~ Pumping~ 1~  1.173331e+01~ -9.137680e-01~  1.000000e+00
5633-P_13~ Pumping~ 1~  1.607765e+01~ -1.844334e+02~  1.000000e+00
5634-P_13~ Pumping~ 1~ -2.503857e+00~ -1.928025e+02~  1.000000e+00
5635-P_13~ Pumping~ 1~ -2.503857e+00~ -1.928025e+02~  1.000000e+00
5636-P_13~ Pumping~ 1~ -2.503857e+00~ -1.928025e+02~  1.000000e+00
5637-P_13~ Pumping~ 1~  2.514243e+00~ -1.913685e+02~  1.000000e+00
563-P_99~ Pumping~ 1~ -5.720246e+01~ -1.993154e+02~  1.000000e+00
5645-P_13~ Pumping~ 1~ -7.782013e+01~ -1.993860e+02~  1.000000e+00
5647-P_13~ Pumping~ 1~ -4.580477e+01~ -1.992794e+02~  1.000000e+00
5648-P_13~ Pumping~ 1~ -2.285635e+01~ -1.991098e+02~  1.000000e+00
564-P_99~ Pumping~ 1~ -7.537367e+01~ -1.993932e+02~  1.000000e+00
5650-P_13~ Pumping~ 1~ -2.973139e+01~ -1.991898e+02~  1.000000e+00
5653-P_13~ Pumping~ 1~ -5.045652e+01~ -1.993050e+02~  1.000000e+00
566-P_99~ Pumping~ 1~ -4.015220e+01~ -1.992395e+02~  1.000000e+00
5705-P_13~ Pumping~ 1~ -3.443983e+01~ -1.123044e+02~  1.000000e+00
5708-P_13~ Pumping~ 1~ -2.884210e+01~ -1.991399e+02~  1.000000e+00
5709-P_13~ Pumping~ 1~  1.811629e+01~ -2.733670e+01~  1.000000e+00
570-P_99~ Pumping~ 1~ -3.915956e+01~ -1.992330e+02~  1.000000e+00
5716-P_13~ Pumping~ 1~ -1.039071e+01~ -1.087385e+02~  1.000000e+00
5717-P_13~ Pumping~ 1~ -4.185144e+01~ -1.992455e+02~  1.000000e+00
571-P_99~ Pumping~ 1~ -7.279037e+01~ -7.406563e+01~  1.000000e+00
5720-P_13~ Pumping~ 1~  1.036651e+01~  6.649277e+00~  1.000000e+00
5728-P_13~ Pumping~ 1~ -4.517348e+01~ -1.992810e+02~  1.000000e+00
5732-P_13~ Pumping~ 1~ -9.628237e+01~ -1.994994e+02~  1.000000e+00
5736-P_13~ Pumping~ 1~  1.218727e+01~ -3.458005e+01~  1.000000e+00
5738-P_13~ Pumping~ 1~  8.216462e+00~ -4.824286e+01~  1.000000e+00
573-P_99~ Pumping~ 1~ -2.962276e+01~ -1.991876e+02~  1.000000e+00
5740-P_13~ Pumping~ 1~  2.514243e+00~ -1.913685e+02~  1.000000e+00
5741-P_13~ Pumping~ 1~ -2.503857e+00~ -1.928025e+02~  1.000000e+00
5750-P_13~ Pumping~ 1~ -4.803973e+01~ -1.992364e+02~  1.000000e+00
5758-P_13~ Pumping~ 1~  1.335117e+01~  4.666562e+00~  1.000000e+00
5759-P_13~ Pumping~ 1~ -3.842338e+01~ -1.824481e+02~  1.000000e+00
575-P_99~ Pumping~ 1~  7.579654e+00~ -2.383410e+01~  1.000000e+00
5768-P_13~ Pumping~ 1~ -5.240522e+01~ -1.842025e+02~  1.000000e+00
576-P_99~ Pumping~ 1~ -8.045584e+01~ -1.993993e+02~  1.000000e+00
5773-P_13~ Pumping~ 1~ -5.051182e+01~ -1.992488e+02~  1.000000e+00
5774-P_13~ Pumping~ 1~  7.597750e+00~ -4.033968e+01~  1.000000e+00
5781-P_13~ Pumping~ 1~ -7.281554e+01~ -1.993609e+02~  1.000000e+00
5782-P_13~ Pumping~ 1~  1.433060e+01~  1.191528e+01~  1.000000e+00
5783-P_13~ Pumping~ 1~  4.456713e+01~  1.383387e+01~  1.000000e+00
5784-P_13~ Pumping~ 1~  5.144356e+01~  2.403735e+01~  1.000000e+00
5786-P_13~ Pumping~ 1~  1.164100e+01~  9.720091e+00~  1.000000e+00
5788-P_13~ Pumping~ 1~ -5.793364e+01~ -1.993177e+02~  1.000000e+00
5793-P_13~ Pumping~ 1~  1.196532e+01~ -1.723886e+01~  1.000000e+00
5797-P_13~ Pumping~ 1~ -7.144787e+01~ -1.993753e+02~  1.000000e+00
579-P_99~ Pumping~ 1~ -8.241102e+01~ -1.994091e+02~  1.000000e+00
5800-P_13~ Pumping~ 1~ -8.025421e+01~ -1.994180e+02~  1.000000e+00
5813-P_13~ Pumping~ 1~ -6.320310e+01~ -1.993126e+02~  1.000000e+00
5821-P_13~ Pumping~ 1~  2.622088e+01~ -1.267586e+01~  1.000000e+00
5822-P_13~ Pumping~ 1~  2.622088e+01~  1.935805e+01~  1.000000e+00
5823-P_13~ Pumping~ 1~  2.114478e+01~  1.294292e+01~  1.000000e+00
5824-P_13~ Pumping~ 1~  2.114478e+01~  1.294292e+01~  1.000000e+00
5825-P_13~ Pumping~ 1~  2.114478e+01~  1.294292e+01~  1.000000e+00
5826-P_13~ Pumping~ 1~  2.147600e+01~  1.095391e+01~  1.000000e+00
582-P_99~ Pumping~ 1~ -7.322508e+01~ -1.993629e+02~  1.000000e+00
5839-P_13~ Pumping~ 1~ -8.230540e+01~ -1.994343e+02~  1.000000e+00
5840-P_13~ Pumping~ 1~ -4.054095e+01~ -1.992421e+02~  1.000000e+00
