WellName~ WellType~ ScreenID~ ZTop~ ZBottom~ Rwell
VAZAR1519~ Pumping~ 1~  8.610771e+00~ -2.009788e+01~  1.000000e+00
VAZAR1520~ Pumping~ 1~  8.576949e+00~ -1.949968e+01~  1.000000e+00
VAZAR1521~ Pumping~ 1~  8.698608e+00~ -1.895768e+01~  1.000000e+00
VAZAR1523~ Pumping~ 1~  8.207633e+00~ -1.800724e+01~  1.000000e+00
VAZAR1524~ Pumping~ 1~  7.977328e+00~ -1.746508e+01~  1.000000e+00
VAZAR1525~ Pumping~ 1~  7.707029e+00~ -1.686484e+01~  1.000000e+00
VAZAR1529~ Pumping~ 1~  7.059636e+00~ -2.726497e+01~  1.000000e+00
VAZAR1530~ Pumping~ 1~  6.736064e+00~ -3.139408e+01~  1.000000e+00
VAZAR1531~ Pumping~ 1~  6.683768e+00~ -3.981460e+01~  1.000000e+00
VAZAR1532~ Pumping~ 1~  7.143632e+00~ -4.049624e+01~  1.000000e+00
VAZAR1533~ Pumping~ 1~  8.018144e+00~ -4.705745e+01~  1.000000e+00
VAZAR1534~ Pumping~ 1~  6.781424e+00~ -5.361237e+01~  1.000000e+00
VAZAR1535~ Pumping~ 1~  3.574179e+00~ -6.121244e+01~  1.000000e+00
VAZAR1536~ Pumping~ 1~  1.029479e+00~ -6.843161e+01~  1.000000e+00
VAZAR1537~ Pumping~ 1~ -9.215380e-01~ -7.482955e+01~  1.000000e+00
VAZAR1565~ Pumping~ 1~  2.767488e+01~  2.761800e+00~  1.000000e+00
VAZAR1566~ Pumping~ 1~  1.976112e+01~ -6.759312e+00~  1.000000e+00
VAZAR1567~ Pumping~ 1~  1.458668e+01~ -5.245278e+00~  1.000000e+00
VAZAR1568~ Pumping~ 1~  1.630247e+01~  1.549148e+00~  1.000000e+00
VAZAR1569~ Pumping~ 1~  9.558808e+00~ -1.601100e+00~  1.000000e+00
VAZAR1570~ Pumping~ 1~  1.018911e+01~ -8.500910e+00~  1.000000e+00
VAZAR1571~ Pumping~ 1~  1.134178e+01~ -1.252270e+01~  1.000000e+00
VAZAR1572~ Pumping~ 1~  1.196532e+01~ -1.723886e+01~  1.000000e+00
VAZAR1573~ Pumping~ 1~  6.488681e+00~ -2.075560e+01~  1.000000e+00
VAZAR1574~ Pumping~ 1~  5.744785e+00~ -1.988883e+01~  1.000000e+00
VAZAR1576~ Pumping~ 1~  6.058920e+00~ -2.051971e+01~  1.000000e+00
VAZAR1577~ Pumping~ 1~  6.708372e+00~ -2.161985e+01~  1.000000e+00
VAZAR1578~ Pumping~ 1~  6.352581e+00~ -2.255071e+01~  1.000000e+00
VAZAR1579~ Pumping~ 1~  6.422293e+00~ -2.268167e+01~  1.000000e+00
VAZAR158~ Pumping~ 1~  1.197764e+01~  5.517290e-01~  1.000000e+00
VAZAR1580~ Pumping~ 1~  6.568745e+00~ -2.273637e+01~  1.000000e+00
VAZAR1581~ Pumping~ 1~  6.499195e+00~ -2.321686e+01~  1.000000e+00
VAZAR1582~ Pumping~ 1~  6.383373e+00~ -2.396800e+01~  1.000000e+00
VAZAR1583~ Pumping~ 1~  7.259051e+00~ -2.483213e+01~  1.000000e+00
VAZAR1584~ Pumping~ 1~  7.986266e+00~ -2.479110e+01~  1.000000e+00
VAZAR1585~ Pumping~ 1~  7.869647e+00~ -2.427182e+01~  1.000000e+00
VAZAR1586~ Pumping~ 1~  7.727950e+00~ -2.367417e+01~  1.000000e+00
VAZAR1587~ Pumping~ 1~  8.508626e+00~ -2.305893e+01~  1.000000e+00
VAZAR1588~ Pumping~ 1~  9.351939e+00~ -2.266352e+01~  1.000000e+00
VAZAR1589~ Pumping~ 1~  1.009806e+01~ -2.209029e+01~  1.000000e+00
VAZAR159~ Pumping~ 1~  1.273593e+01~ -9.311913e+00~  1.000000e+00
VAZAR1590~ Pumping~ 1~  1.019949e+01~ -2.163105e+01~  1.000000e+00
VAZAR1591~ Pumping~ 1~  1.003964e+01~ -2.109361e+01~  1.000000e+00
VAZAR1592~ Pumping~ 1~  8.596513e+00~ -2.046111e+01~  1.000000e+00
VAZAR1593~ Pumping~ 1~  8.300605e+00~ -1.967355e+01~  1.000000e+00
VAZAR1594~ Pumping~ 1~  9.142325e+00~ -1.886362e+01~  1.000000e+00
VAZAR1595~ Pumping~ 1~  9.195132e+00~ -1.833060e+01~  1.000000e+00
VAZAR1596~ Pumping~ 1~  8.942831e+00~ -1.773350e+01~  1.000000e+00
VAZAR1597~ Pumping~ 1~  8.624314e+00~ -1.720300e+01~  1.000000e+00
VAZAR1598~ Pumping~ 1~  7.850909e+00~ -1.680124e+01~  1.000000e+00
VAZAR1599~ Pumping~ 1~  6.745605e+00~ -1.623617e+01~  1.000000e+00
VAZAR16~ Pumping~ 1~  9.241350e+00~ -2.269920e+01~  1.000000e+00
VAZAR160~ Pumping~ 1~  1.225223e+01~ -2.213005e+01~  1.000000e+00
VAZAR1602~ Pumping~ 1~  6.198030e+00~ -1.920681e+01~  1.000000e+00
VAZAR1604~ Pumping~ 1~  6.203632e+00~ -2.736626e+01~  1.000000e+00
VAZAR1605~ Pumping~ 1~  7.113179e+00~ -3.861128e+01~  1.000000e+00
VAZAR1606~ Pumping~ 1~  7.749810e+00~ -4.246071e+01~  1.000000e+00
VAZAR1607~ Pumping~ 1~  6.587083e+00~ -5.212477e+01~  1.000000e+00
VAZAR1608~ Pumping~ 1~  5.738832e+00~ -5.712736e+01~  1.000000e+00
VAZAR1609~ Pumping~ 1~  2.022182e+00~ -6.206090e+01~  1.000000e+00
VAZAR161~ Pumping~ 1~  1.100244e+01~ -2.582778e+01~  1.000000e+00
VAZAR1610~ Pumping~ 1~ -2.698320e-01~ -6.940191e+01~  1.000000e+00
VAZAR162~ Pumping~ 1~  9.702370e+00~ -2.635767e+01~  1.000000e+00
VAZAR163~ Pumping~ 1~  8.473555e+00~ -2.239941e+01~  1.000000e+00
VAZAR1639~ Pumping~ 1~  2.501750e+01~  4.948336e+00~  1.000000e+00
VAZAR164~ Pumping~ 1~  9.583183e+00~ -1.614504e+01~  1.000000e+00
VAZAR1640~ Pumping~ 1~  1.531683e+01~ -3.906397e+00~  1.000000e+00
VAZAR1641~ Pumping~ 1~  1.653315e+01~ -3.128129e+00~  1.000000e+00
VAZAR1642~ Pumping~ 1~  1.722208e+01~  3.119737e+00~  1.000000e+00
VAZAR1643~ Pumping~ 1~  1.068372e+01~  3.961950e-01~  1.000000e+00
VAZAR1644~ Pumping~ 1~  1.011717e+01~ -7.077227e+00~  1.000000e+00
VAZAR1645~ Pumping~ 1~  1.094478e+01~ -1.209017e+01~  1.000000e+00
VAZAR1646~ Pumping~ 1~  1.246359e+01~ -1.715614e+01~  1.000000e+00
VAZAR1647~ Pumping~ 1~  7.888618e+00~ -1.913610e+01~  1.000000e+00
VAZAR1648~ Pumping~ 1~  5.951032e+00~ -1.921711e+01~  1.000000e+00
VAZAR165~ Pumping~ 1~  9.838691e+00~ -1.366237e+01~  1.000000e+00
VAZAR1650~ Pumping~ 1~  5.935553e+00~ -2.064008e+01~  1.000000e+00
VAZAR1651~ Pumping~ 1~  6.297595e+00~ -2.165839e+01~  1.000000e+00
VAZAR1652~ Pumping~ 1~  6.226992e+00~ -2.274267e+01~  1.000000e+00
VAZAR1653~ Pumping~ 1~  6.488027e+00~ -2.312366e+01~  1.000000e+00
VAZAR1654~ Pumping~ 1~  6.219687e+00~ -2.339659e+01~  1.000000e+00
VAZAR1655~ Pumping~ 1~  5.067297e+00~ -2.388884e+01~  1.000000e+00
VAZAR1656~ Pumping~ 1~  5.234084e+00~ -2.443668e+01~  1.000000e+00
VAZAR1657~ Pumping~ 1~  5.209103e+00~ -2.477885e+01~  1.000000e+00
VAZAR1658~ Pumping~ 1~  5.457790e+00~ -2.443874e+01~  1.000000e+00
VAZAR1659~ Pumping~ 1~  6.515540e+00~ -2.364627e+01~  1.000000e+00
VAZAR166~ Pumping~ 1~  9.698949e+00~ -1.456606e+01~  1.000000e+00
VAZAR1660~ Pumping~ 1~  6.713288e+00~ -2.311166e+01~  1.000000e+00
VAZAR1661~ Pumping~ 1~  7.990761e+00~ -2.250687e+01~  1.000000e+00
VAZAR1662~ Pumping~ 1~  9.343742e+00~ -2.190170e+01~  1.000000e+00
VAZAR1663~ Pumping~ 1~  9.873015e+00~ -2.132658e+01~  1.000000e+00
VAZAR1664~ Pumping~ 1~  9.532588e+00~ -2.103311e+01~  1.000000e+00
VAZAR1665~ Pumping~ 1~  7.852557e+00~ -2.040083e+01~  1.000000e+00
VAZAR1666~ Pumping~ 1~  7.309942e+00~ -1.987108e+01~  1.000000e+00
VAZAR1668~ Pumping~ 1~  9.299603e+00~ -1.854809e+01~  1.000000e+00
VAZAR1669~ Pumping~ 1~  9.123730e+00~ -1.769773e+01~  1.000000e+00
VAZAR167~ Pumping~ 1~  8.880502e+00~ -1.496799e+01~  1.000000e+00
VAZAR1670~ Pumping~ 1~  8.691980e+00~ -1.723189e+01~  1.000000e+00
VAZAR1671~ Pumping~ 1~  7.155501e+00~ -1.664038e+01~  1.000000e+00
VAZAR1672~ Pumping~ 1~  6.050759e+00~ -1.604995e+01~  1.000000e+00
VAZAR1673~ Pumping~ 1~  5.508110e+00~ -1.564703e+01~  1.000000e+00
VAZAR1674~ Pumping~ 1~  5.083619e+00~ -1.507855e+01~  1.000000e+00
VAZAR1675~ Pumping~ 1~  4.811625e+00~ -1.462510e+01~  1.000000e+00
VAZAR1676~ Pumping~ 1~  4.740180e+00~ -1.504594e+01~  1.000000e+00
VAZAR1677~ Pumping~ 1~  4.728745e+00~ -1.782305e+01~  1.000000e+00
VAZAR1678~ Pumping~ 1~  5.585000e+00~ -2.855908e+01~  1.000000e+00
VAZAR1679~ Pumping~ 1~  7.262066e+00~ -3.594537e+01~  1.000000e+00
VAZAR168~ Pumping~ 1~  7.787332e+00~ -1.534171e+01~  1.000000e+00
VAZAR1680~ Pumping~ 1~  7.046903e+00~ -4.317436e+01~  1.000000e+00
VAZAR1681~ Pumping~ 1~  5.739130e+00~ -5.137893e+01~  1.000000e+00
VAZAR1682~ Pumping~ 1~  3.193021e+00~ -5.723229e+01~  1.000000e+00
VAZAR1683~ Pumping~ 1~  3.765300e-02~ -6.329240e+01~  1.000000e+00
VAZAR1684~ Pumping~ 1~ -1.132760e+00~ -6.985463e+01~  1.000000e+00
VAZAR169~ Pumping~ 1~  6.773869e+00~ -1.654400e+01~  1.000000e+00
VAZAR17~ Pumping~ 1~  8.421866e+00~ -2.425644e+01~  1.000000e+00
VAZAR170~ Pumping~ 1~  4.944998e+00~ -2.287172e+01~  1.000000e+00
VAZAR171~ Pumping~ 1~  4.615006e+00~ -2.840897e+01~  1.000000e+00
VAZAR1713~ Pumping~ 1~  2.144613e+01~  6.973929e+00~  1.000000e+00
VAZAR1714~ Pumping~ 1~  1.615122e+01~ -1.288278e+00~  1.000000e+00
VAZAR1715~ Pumping~ 1~  1.689827e+01~ -7.959660e-01~  1.000000e+00
VAZAR1716~ Pumping~ 1~  1.637298e+01~  5.029756e+00~  1.000000e+00
VAZAR1717~ Pumping~ 1~  1.159475e+01~  2.089978e+00~  1.000000e+00
VAZAR1718~ Pumping~ 1~  1.107899e+01~ -5.757530e+00~  1.000000e+00
VAZAR1719~ Pumping~ 1~  1.169766e+01~ -1.154028e+01~  1.000000e+00
VAZAR172~ Pumping~ 1~  5.097812e+00~ -3.097699e+01~  1.000000e+00
VAZAR1720~ Pumping~ 1~  1.382502e+01~ -1.701014e+01~  1.000000e+00
VAZAR1721~ Pumping~ 1~  9.376052e+00~ -1.816787e+01~  1.000000e+00
VAZAR1722~ Pumping~ 1~  5.983845e+00~ -1.894658e+01~  1.000000e+00
VAZAR1724~ Pumping~ 1~  6.395765e+00~ -2.064370e+01~  1.000000e+00
VAZAR1725~ Pumping~ 1~  4.364778e+00~ -2.193926e+01~  1.000000e+00
VAZAR1726~ Pumping~ 1~  5.121464e+00~ -2.296450e+01~  1.000000e+00
VAZAR1727~ Pumping~ 1~  6.427179e+00~ -2.352526e+01~  1.000000e+00
VAZAR1728~ Pumping~ 1~  5.807407e+00~ -2.404032e+01~  1.000000e+00
VAZAR1729~ Pumping~ 1~  5.316558e+00~ -2.442350e+01~  1.000000e+00
VAZAR173~ Pumping~ 1~  5.270562e+00~ -3.221718e+01~  1.000000e+00
VAZAR1730~ Pumping~ 1~  5.014248e+00~ -2.469014e+01~  1.000000e+00
VAZAR1731~ Pumping~ 1~  5.300713e+00~ -2.451709e+01~  1.000000e+00
VAZAR1732~ Pumping~ 1~  5.419479e+00~ -2.405080e+01~  1.000000e+00
VAZAR1733~ Pumping~ 1~  6.058969e+00~ -2.347811e+01~  1.000000e+00
VAZAR1734~ Pumping~ 1~  7.439905e+00~ -2.268212e+01~  1.000000e+00
VAZAR1735~ Pumping~ 1~  9.471427e+00~ -2.186621e+01~  1.000000e+00
VAZAR1736~ Pumping~ 1~  9.947257e+00~ -2.133106e+01~  1.000000e+00
VAZAR1737~ Pumping~ 1~  9.719219e+00~ -2.079772e+01~  1.000000e+00
VAZAR1738~ Pumping~ 1~  8.353668e+00~ -2.020860e+01~  1.000000e+00
VAZAR1739~ Pumping~ 1~  8.023715e+00~ -1.980461e+01~  1.000000e+00
VAZAR174~ Pumping~ 1~  5.649041e+00~ -3.225044e+01~  1.000000e+00
VAZAR1740~ Pumping~ 1~  8.154567e+00~ -1.923334e+01~  1.000000e+00
VAZAR1742~ Pumping~ 1~  8.758269e+00~ -1.820488e+01~  1.000000e+00
VAZAR1743~ Pumping~ 1~  9.072059e+00~ -1.767403e+01~  1.000000e+00
VAZAR1744~ Pumping~ 1~  8.536974e+00~ -1.684439e+01~  1.000000e+00
VAZAR1745~ Pumping~ 1~  7.053052e+00~ -1.609647e+01~  1.000000e+00
VAZAR1746~ Pumping~ 1~  6.812427e+00~ -1.554781e+01~  1.000000e+00
VAZAR1747~ Pumping~ 1~  6.626983e+00~ -1.510676e+01~  1.000000e+00
VAZAR1748~ Pumping~ 1~  5.695230e+00~ -1.460799e+01~  1.000000e+00
VAZAR1749~ Pumping~ 1~  4.951002e+00~ -1.441936e+01~  1.000000e+00
VAZAR175~ Pumping~ 1~  5.789126e+00~ -3.212259e+01~  1.000000e+00
VAZAR1750~ Pumping~ 1~  4.548726e+00~ -1.445505e+01~  1.000000e+00
VAZAR1751~ Pumping~ 1~  4.372466e+00~ -1.548420e+01~  1.000000e+00
VAZAR1752~ Pumping~ 1~  4.986090e+00~ -2.692444e+01~  1.000000e+00
VAZAR1753~ Pumping~ 1~  7.360487e+00~ -3.500829e+01~  1.000000e+00
VAZAR1754~ Pumping~ 1~  7.781302e+00~ -4.454037e+01~  1.000000e+00
VAZAR1755~ Pumping~ 1~  5.080103e+00~ -5.356194e+01~  1.000000e+00
VAZAR1756~ Pumping~ 1~  2.551605e+00~ -5.769689e+01~  1.000000e+00
VAZAR1757~ Pumping~ 1~  1.915080e-01~ -6.543164e+01~  1.000000e+00
VAZAR1758~ Pumping~ 1~ -1.316821e+00~ -7.194281e+01~  1.000000e+00
VAZAR176~ Pumping~ 1~  5.738973e+00~ -3.141217e+01~  1.000000e+00
VAZAR177~ Pumping~ 1~  5.814768e+00~ -3.084899e+01~  1.000000e+00
VAZAR178~ Pumping~ 1~  5.795695e+00~ -3.050502e+01~  1.000000e+00
VAZAR1787~ Pumping~ 1~  2.167589e+01~  9.321944e+00~  1.000000e+00
VAZAR1788~ Pumping~ 1~  1.929786e+01~  1.758515e+00~  1.000000e+00
VAZAR1789~ Pumping~ 1~  1.855151e+01~  1.599868e+00~  1.000000e+00
VAZAR179~ Pumping~ 1~  5.988907e+00~ -3.006776e+01~  1.000000e+00
VAZAR1790~ Pumping~ 1~  1.527012e+01~  6.982793e+00~  1.000000e+00
VAZAR1791~ Pumping~ 1~  1.277214e+01~  3.517000e+00~  1.000000e+00
VAZAR1792~ Pumping~ 1~  1.275975e+01~ -4.253021e+00~  1.000000e+00
VAZAR1793~ Pumping~ 1~  1.236696e+01~ -1.053800e+01~  1.000000e+00
VAZAR1794~ Pumping~ 1~  1.365682e+01~ -1.601596e+01~  1.000000e+00
VAZAR1795~ Pumping~ 1~  1.171805e+01~ -1.775616e+01~  1.000000e+00
VAZAR1796~ Pumping~ 1~  7.145748e+00~ -1.861801e+01~  1.000000e+00
VAZAR1797~ Pumping~ 1~  5.545638e+00~ -1.916099e+01~  1.000000e+00
VAZAR1798~ Pumping~ 1~  5.362611e+00~ -2.076458e+01~  1.000000e+00
VAZAR18~ Pumping~ 1~  7.736319e+00~ -2.335606e+01~  1.000000e+00
VAZAR180~ Pumping~ 1~  6.622878e+00~ -2.922078e+01~  1.000000e+00
VAZAR1800~ Pumping~ 1~  6.706150e+00~ -2.310838e+01~  1.000000e+00
VAZAR1801~ Pumping~ 1~  6.487814e+00~ -2.387029e+01~  1.000000e+00
VAZAR1802~ Pumping~ 1~  6.391564e+00~ -2.444099e+01~  1.000000e+00
VAZAR1803~ Pumping~ 1~  6.163110e+00~ -2.452830e+01~  1.000000e+00
VAZAR1804~ Pumping~ 1~  6.105491e+00~ -2.431404e+01~  1.000000e+00
VAZAR1805~ Pumping~ 1~  5.714492e+00~ -2.398644e+01~  1.000000e+00
VAZAR1806~ Pumping~ 1~  6.290004e+00~ -2.341293e+01~  1.000000e+00
VAZAR1808~ Pumping~ 1~  8.484035e+00~ -2.237648e+01~  1.000000e+00
VAZAR1809~ Pumping~ 1~  1.002571e+01~ -2.154868e+01~  1.000000e+00
VAZAR181~ Pumping~ 1~  6.060237e+00~ -2.826794e+01~  1.000000e+00
VAZAR1810~ Pumping~ 1~  1.022092e+01~ -2.069694e+01~  1.000000e+00
VAZAR1811~ Pumping~ 1~  1.004519e+01~ -2.028105e+01~  1.000000e+00
VAZAR1812~ Pumping~ 1~  9.599095e+00~ -1.973102e+01~  1.000000e+00
VAZAR1813~ Pumping~ 1~  9.437132e+00~ -1.928702e+01~  1.000000e+00
VAZAR1814~ Pumping~ 1~  9.407662e+00~ -1.874965e+01~  1.000000e+00
VAZAR1815~ Pumping~ 1~  9.139508e+00~ -1.872329e+01~  1.000000e+00
VAZAR1816~ Pumping~ 1~  9.401701e+00~ -1.862440e+01~  1.000000e+00
VAZAR1817~ Pumping~ 1~  8.985723e+00~ -1.836887e+01~  1.000000e+00
VAZAR1818~ Pumping~ 1~  8.567964e+00~ -1.832205e+01~  1.000000e+00
VAZAR1819~ Pumping~ 1~  8.243177e+00~ -1.813323e+01~  1.000000e+00
VAZAR182~ Pumping~ 1~  5.539657e+00~ -2.762554e+01~  1.000000e+00
VAZAR1820~ Pumping~ 1~  8.148832e+00~ -1.810796e+01~  1.000000e+00
VAZAR1821~ Pumping~ 1~  7.407991e+00~ -1.783398e+01~  1.000000e+00
VAZAR1822~ Pumping~ 1~  6.573828e+00~ -1.770311e+01~  1.000000e+00
VAZAR1823~ Pumping~ 1~  5.974434e+00~ -1.748853e+01~  1.000000e+00
VAZAR1824~ Pumping~ 1~  6.329724e+00~ -1.766536e+01~  1.000000e+00
VAZAR1825~ Pumping~ 1~  6.929505e+00~ -1.868599e+01~  1.000000e+00
VAZAR1826~ Pumping~ 1~  7.945389e+00~ -3.383520e+01~  1.000000e+00
VAZAR1827~ Pumping~ 1~  9.031879e+00~ -3.750329e+01~  1.000000e+00
VAZAR1828~ Pumping~ 1~  9.416865e+00~ -4.182542e+01~  1.000000e+00
VAZAR1829~ Pumping~ 1~  6.780589e+00~ -4.535367e+01~  1.000000e+00
VAZAR183~ Pumping~ 1~  5.223935e+00~ -2.706149e+01~  1.000000e+00
VAZAR1830~ Pumping~ 1~  2.832474e+00~ -5.799032e+01~  1.000000e+00
VAZAR1831~ Pumping~ 1~  1.789370e-01~ -6.622501e+01~  1.000000e+00
VAZAR1832~ Pumping~ 1~ -1.328912e+00~ -7.228632e+01~  1.000000e+00
VAZAR184~ Pumping~ 1~  4.887801e+00~ -2.666512e+01~  1.000000e+00
VAZAR185~ Pumping~ 1~  4.270358e+00~ -2.633721e+01~  1.000000e+00
VAZAR186~ Pumping~ 1~  3.555389e+00~ -2.590439e+01~  1.000000e+00
VAZAR1861~ Pumping~ 1~  2.321823e+01~  1.188081e+01~  1.000000e+00
VAZAR1862~ Pumping~ 1~  2.212570e+01~  5.407227e+00~  1.000000e+00
VAZAR1863~ Pumping~ 1~  2.078376e+01~  3.950332e+00~  1.000000e+00
VAZAR1864~ Pumping~ 1~  1.648162e+01~  8.587797e+00~  1.000000e+00
VAZAR1865~ Pumping~ 1~  1.445665e+01~  5.340635e+00~  1.000000e+00
VAZAR1866~ Pumping~ 1~  1.522108e+01~ -2.134164e+00~  1.000000e+00
VAZAR1867~ Pumping~ 1~  1.314306e+01~ -8.551878e+00~  1.000000e+00
VAZAR1868~ Pumping~ 1~  1.237570e+01~ -1.444336e+01~  1.000000e+00
VAZAR1869~ Pumping~ 1~  1.341428e+01~ -1.733123e+01~  1.000000e+00
VAZAR187~ Pumping~ 1~  3.109337e+00~ -2.559333e+01~  1.000000e+00
VAZAR1870~ Pumping~ 1~  9.156785e+00~ -1.823524e+01~  1.000000e+00
VAZAR1871~ Pumping~ 1~  5.762228e+00~ -1.901285e+01~  1.000000e+00
VAZAR1872~ Pumping~ 1~  5.176669e+00~ -2.080661e+01~  1.000000e+00
VAZAR1873~ Pumping~ 1~  5.360153e+00~ -2.225816e+01~  1.000000e+00
VAZAR1874~ Pumping~ 1~  6.741471e+00~ -2.329634e+01~  1.000000e+00
VAZAR1875~ Pumping~ 1~  6.730609e+00~ -2.415990e+01~  1.000000e+00
VAZAR1876~ Pumping~ 1~  6.771432e+00~ -2.447700e+01~  1.000000e+00
VAZAR1877~ Pumping~ 1~  6.625659e+00~ -2.436798e+01~  1.000000e+00
VAZAR1878~ Pumping~ 1~  6.071158e+00~ -2.392400e+01~  1.000000e+00
VAZAR1879~ Pumping~ 1~  6.277392e+00~ -2.349780e+01~  1.000000e+00
VAZAR188~ Pumping~ 1~  2.768328e+00~ -2.548849e+01~  1.000000e+00
VAZAR1880~ Pumping~ 1~  6.418928e+00~ -2.335107e+01~  1.000000e+00
VAZAR1881~ Pumping~ 1~  7.051512e+00~ -2.305655e+01~  1.000000e+00
VAZAR1883~ Pumping~ 1~  8.597978e+00~ -2.271826e+01~  1.000000e+00
VAZAR1884~ Pumping~ 1~  9.412318e+00~ -2.258616e+01~  1.000000e+00
VAZAR1885~ Pumping~ 1~  1.029042e+01~ -2.243240e+01~  1.000000e+00
VAZAR1886~ Pumping~ 1~  1.040754e+01~ -2.230519e+01~  1.000000e+00
VAZAR1887~ Pumping~ 1~  1.026550e+01~ -2.202605e+01~  1.000000e+00
VAZAR1888~ Pumping~ 1~  1.047551e+01~ -2.191153e+01~  1.000000e+00
VAZAR1889~ Pumping~ 1~  9.879499e+00~ -2.177031e+01~  1.000000e+00
VAZAR189~ Pumping~ 1~  2.134312e+00~ -2.503197e+01~  1.000000e+00
VAZAR1890~ Pumping~ 1~  9.099580e+00~ -2.188918e+01~  1.000000e+00
VAZAR1891~ Pumping~ 1~  8.510963e+00~ -2.194644e+01~  1.000000e+00
VAZAR1892~ Pumping~ 1~  8.692857e+00~ -2.165998e+01~  1.000000e+00
VAZAR1893~ Pumping~ 1~  8.654875e+00~ -2.156022e+01~  1.000000e+00
VAZAR1894~ Pumping~ 1~  8.371285e+00~ -2.134724e+01~  1.000000e+00
VAZAR1895~ Pumping~ 1~  7.894987e+00~ -2.132080e+01~  1.000000e+00
VAZAR1896~ Pumping~ 1~  7.231756e+00~ -2.101691e+01~  1.000000e+00
VAZAR1897~ Pumping~ 1~  6.950764e+00~ -2.106477e+01~  1.000000e+00
VAZAR1898~ Pumping~ 1~  7.594426e+00~ -2.158410e+01~  1.000000e+00
VAZAR1899~ Pumping~ 1~  8.484001e+00~ -2.418881e+01~  1.000000e+00
VAZAR19~ Pumping~ 1~  7.443722e+00~ -2.175642e+01~  1.000000e+00
VAZAR190~ Pumping~ 1~  1.296048e+00~ -2.432885e+01~  1.000000e+00
VAZAR1900~ Pumping~ 1~  9.454136e+00~ -4.363605e+01~  1.000000e+00
VAZAR1901~ Pumping~ 1~  1.028465e+01~ -4.567127e+01~  1.000000e+00
VAZAR1902~ Pumping~ 1~  9.846333e+00~ -3.762871e+01~  1.000000e+00
VAZAR1903~ Pumping~ 1~  8.538507e+00~ -4.483662e+01~  1.000000e+00
VAZAR1904~ Pumping~ 1~  2.712710e+00~ -5.587103e+01~  1.000000e+00
VAZAR1905~ Pumping~ 1~ -1.120608e+00~ -6.743647e+01~  1.000000e+00
VAZAR1906~ Pumping~ 1~ -1.362889e+00~ -7.321487e+01~  1.000000e+00
VAZAR191~ Pumping~ 1~  4.758200e-01~ -2.356379e+01~  1.000000e+00
VAZAR1935~ Pumping~ 1~  2.396923e+01~  1.407282e+01~  1.000000e+00
VAZAR1936~ Pumping~ 1~  2.237595e+01~  8.471898e+00~  1.000000e+00
VAZAR1937~ Pumping~ 1~  2.198917e+01~  6.099286e+00~  1.000000e+00
VAZAR1938~ Pumping~ 1~  1.922549e+01~  1.064463e+01~  1.000000e+00
VAZAR1939~ Pumping~ 1~  1.495620e+01~  6.499225e+00~  1.000000e+00
VAZAR1940~ Pumping~ 1~  1.707364e+01~ -7.505000e-02~  1.000000e+00
VAZAR1941~ Pumping~ 1~  1.296759e+01~ -6.742514e+00~  1.000000e+00
VAZAR1942~ Pumping~ 1~  1.251642e+01~ -1.321972e+01~  1.000000e+00
VAZAR1943~ Pumping~ 1~  1.420710e+01~ -1.688245e+01~  1.000000e+00
VAZAR1944~ Pumping~ 1~  1.031742e+01~ -1.794839e+01~  1.000000e+00
VAZAR1945~ Pumping~ 1~  5.510465e+00~ -1.891968e+01~  1.000000e+00
VAZAR1946~ Pumping~ 1~  5.499756e+00~ -2.086880e+01~  1.000000e+00
VAZAR1947~ Pumping~ 1~  6.494597e+00~ -2.238277e+01~  1.000000e+00
VAZAR1948~ Pumping~ 1~  6.600866e+00~ -2.346424e+01~  1.000000e+00
VAZAR1949~ Pumping~ 1~  6.563211e+00~ -2.431210e+01~  1.000000e+00
VAZAR1950~ Pumping~ 1~  6.663076e+00~ -2.504345e+01~  1.000000e+00
VAZAR1951~ Pumping~ 1~  5.818648e+00~ -2.604907e+01~  1.000000e+00
VAZAR1952~ Pumping~ 1~  5.250475e+00~ -2.663996e+01~  1.000000e+00
VAZAR1953~ Pumping~ 1~  4.587855e+00~ -2.717332e+01~  1.000000e+00
VAZAR1954~ Pumping~ 1~  5.018262e+00~ -2.765403e+01~  1.000000e+00
VAZAR1955~ Pumping~ 1~  5.932737e+00~ -2.791380e+01~  1.000000e+00
VAZAR1956~ Pumping~ 1~  6.579560e+00~ -2.836362e+01~  1.000000e+00
VAZAR1957~ Pumping~ 1~  7.988779e+00~ -2.852357e+01~  1.000000e+00
VAZAR1958~ Pumping~ 1~  9.449074e+00~ -2.832337e+01~  1.000000e+00
VAZAR1959~ Pumping~ 1~  1.051750e+01~ -2.808014e+01~  1.000000e+00
VAZAR1960~ Pumping~ 1~  1.208672e+01~ -2.733607e+01~  1.000000e+00
VAZAR1961~ Pumping~ 1~  1.013499e+01~ -2.699265e+01~  1.000000e+00
VAZAR1962~ Pumping~ 1~  8.139858e+00~ -2.653561e+01~  1.000000e+00
VAZAR1963~ Pumping~ 1~  6.742085e+00~ -2.608607e+01~  1.000000e+00
VAZAR1964~ Pumping~ 1~  6.830696e+00~ -2.585475e+01~  1.000000e+00
VAZAR1966~ Pumping~ 1~  8.649681e+00~ -2.546199e+01~  1.000000e+00
VAZAR1967~ Pumping~ 1~  8.436854e+00~ -2.510686e+01~  1.000000e+00
