WellName~ WellType~ X~ Y~ Active~ Radius~ ZMin~ ZMax~ CasingRadius~ MNW~ Distributing
1037-P_99~ Pumping ~ 1.356389e+04~  2.442654e+04~ true~  0.000000e+00~ -1.386300e+03~  6.436300e+00~  0.000000e+00~ 0~ 0~
1038-P_99~ Pumping ~ 1.370965e+04~  2.534678e+04~ true~  0.000000e+00~ -1.086800e+03~  4.841000e+00~  0.000000e+00~ 0~ 0~
1039-P_99~ Pumping ~ 1.244329e+04~  2.412453e+04~ true~  0.000000e+00~ -1.048100e+03~  1.413200e+01~  0.000000e+00~ 0~ 0~
103-P_98~ Pumping ~ 1.347927e+04~  2.621061e+04~ true~  0.000000e+00~ -8.445100e+02~  1.050000e+01~  0.000000e+00~ 0~ 0~
1040-P_99~ Pumping ~ 9.540452e+03~  2.662654e+04~ true~  0.000000e+00~ -2.220400e+02~  8.625000e+00~  0.000000e+00~ 0~ 0~
1041-P_99~ Pumping ~ 1.237606e+04~  2.407479e+04~ true~  0.000000e+00~ -1.055800e+03~  1.333500e+01~  0.000000e+00~ 0~ 0~
1042-P_99~ Pumping ~ 1.162139e+04~  2.387946e+04~ true~  0.000000e+00~ -8.694400e+02~  1.433800e+01~  0.000000e+00~ 0~ 0~
1043-P_99~ Pumping ~ 1.161516e+04~  2.386804e+04~ true~  0.000000e+00~ -8.694400e+02~  1.433800e+01~  0.000000e+00~ 0~ 0~
1045-P_99~ Pumping ~ 9.952253e+03~  2.543439e+04~ true~  0.000000e+00~ -3.522000e+02~  1.459600e+01~  0.000000e+00~ 0~ 0~
1046-P_99~ Pumping ~ 9.981887e+03~  1.857676e+04~ true~  0.000000e+00~ -8.512900e+02~  7.090200e+00~  0.000000e+00~ 0~ 0~
104-P_98~ Pumping ~ 1.292004e+04~  2.324386e+04~ true~  0.000000e+00~ -1.509900e+03~  1.409100e+01~  0.000000e+00~ 0~ 0~
105-P_98~ Pumping ~ 1.407665e+04~  1.765967e+04~ true~  0.000000e+00~ -2.742400e+03~  1.672600e+00~  0.000000e+00~ 0~ 0~
1065-P_99~ Pumping ~ 1.359673e+04~  3.071484e+04~ true~  0.000000e+00~ -1.882100e+02~  8.501100e+00~  0.000000e+00~ 0~ 0~
1066-P_99~ Pumping ~ 1.405205e+04~  2.718171e+04~ true~  0.000000e+00~ -7.565200e+02~  4.030200e+00~  0.000000e+00~ 0~ 0~
1067-P_99~ Pumping ~ 1.347894e+04~  2.460729e+04~ true~  0.000000e+00~ -1.270300e+03~  1.355700e+01~  0.000000e+00~ 0~ 0~
106-P_98~ Pumping ~ 1.309010e+04~  2.615821e+04~ true~  0.000000e+00~ -8.024100e+02~  9.791900e+00~  0.000000e+00~ 0~ 0~
1075-P_99~ Pumping ~ 1.330383e+04~  2.564444e+04~ true~  0.000000e+00~ -9.346600e+02~  9.632400e+00~  0.000000e+00~ 0~ 0~
107-P_98~ Pumping ~ 1.412855e+04~  2.760383e+04~ true~  0.000000e+00~ -6.857700e+02~  4.153800e+00~  0.000000e+00~ 0~ 0~
1086-P_99~ Pumping ~ 1.386441e+04~  2.817308e+04~ true~  0.000000e+00~ -5.530200e+02~  1.021800e+01~  0.000000e+00~ 0~ 0~
1087-P_99~ Pumping ~ 1.346687e+04~  2.680926e+04~ true~  0.000000e+00~ -7.369200e+02~  1.011500e+01~  0.000000e+00~ 0~ 0~
1088-P_99~ Pumping ~ 9.835595e+03~  3.228213e+04~ true~  0.000000e+00~ -1.220700e+02~  8.250400e+00~  0.000000e+00~ 0~ 0~
1089-P_99~ Pumping ~ 1.348485e+04~  2.443837e+04~ true~  0.000000e+00~ -1.352100e+03~  1.040000e+01~  0.000000e+00~ 0~ 0~
1094-P_99~ Pumping ~ 9.997124e+03~  2.375101e+04~ true~  0.000000e+00~ -4.483000e+02~  2.816300e+01~  0.000000e+00~ 0~ 0~
1106-P_99~ Pumping ~ 9.602912e+03~  2.394321e+04~ true~  0.000000e+00~ -4.430400e+02~  3.572700e+01~  0.000000e+00~ 0~ 0~
1107-P_99~ Pumping ~ 1.103662e+04~  2.117365e+04~ true~  0.000000e+00~ -1.008200e+03~  1.382500e+01~  0.000000e+00~ 0~ 0~
1109-P_99~ Pumping ~ 1.184217e+04~  2.912281e+04~ true~  0.000000e+00~ -1.235300e+02~  6.451300e+00~  0.000000e+00~ 0~ 0~
1110-P_99~ Pumping ~ 7.632538e+03~  3.010272e+04~ true~  0.000000e+00~ -4.353000e+01~  1.240700e+01~  0.000000e+00~ 0~ 0~
1111-P_99~ Pumping ~ 1.359651e+04~  2.464160e+04~ true~  0.000000e+00~ -1.304900e+03~  1.159200e+01~  0.000000e+00~ 0~ 0~
1112-P_99~ Pumping ~ 4.116138e+03~  2.911130e+04~ true~  0.000000e+00~  1.957500e+01~  2.860200e+01~  0.000000e+00~ 0~ 0~
1113-P_99~ Pumping ~ 9.578837e+03~  2.389457e+04~ true~  0.000000e+00~ -4.476600e+02~  3.037500e+01~  0.000000e+00~ 0~ 0~
1119-P_99~ Pumping ~ 1.334745e+04~  1.970365e+04~ true~  0.000000e+00~ -2.312800e+03~  1.335100e+00~  0.000000e+00~ 0~ 0~
1126-P_99~ Pumping ~ 1.087782e+04~  2.925748e+04~ true~  0.000000e+00~ -9.561400e+01~  7.069800e+00~  0.000000e+00~ 0~ 0~
112-P_98~ Pumping ~ 1.192140e+04~  2.903711e+04~ true~  0.000000e+00~ -1.367300e+02~  7.440000e+00~  0.000000e+00~ 0~ 0~
1130-P_99~ Pumping ~ 1.252336e+04~  2.773627e+04~ true~  0.000000e+00~ -4.197000e+02~  1.094700e+01~  0.000000e+00~ 0~ 0~
1133-P_99~ Pumping ~ 1.225804e+04~  1.906553e+04~ true~  0.000000e+00~ -2.109000e+03~  6.092700e+00~  0.000000e+00~ 0~ 0~
1137-P_99~ Pumping ~ 1.428496e+04~  2.807524e+04~ true~  0.000000e+00~ -6.412400e+02~  2.795000e+00~  0.000000e+00~ 0~ 0~
1138-P_99~ Pumping ~ 1.321201e+04~  2.235283e+04~ true~  0.000000e+00~ -1.754600e+03~  9.026500e+00~  0.000000e+00~ 0~ 0~
1139-P_99~ Pumping ~ 1.398886e+04~  2.714958e+04~ true~  0.000000e+00~ -7.464200e+02~  7.871300e+00~  0.000000e+00~ 0~ 0~
1141-P_99~ Pumping ~ 1.366871e+04~  2.581494e+04~ true~  0.000000e+00~ -9.424700e+02~  9.647300e+00~  0.000000e+00~ 0~ 0~
1142-P_99~ Pumping ~ 1.369874e+04~  2.636783e+04~ true~  0.000000e+00~ -8.620100e+02~  1.142700e+01~  0.000000e+00~ 0~ 0~
1143-P_99~ Pumping ~ 4.475329e+03~  2.925780e+04~ true~  0.000000e+00~  1.938700e+01~  2.752300e+01~  0.000000e+00~ 0~ 0~
1144-P_99~ Pumping ~ 4.312228e+03~  2.917176e+04~ true~  0.000000e+00~  1.957500e+01~  2.860200e+01~  0.000000e+00~ 0~ 0~
1145-P_99~ Pumping ~ 4.145141e+03~  2.924141e+04~ true~  0.000000e+00~  1.938700e+01~  2.752300e+01~  0.000000e+00~ 0~ 0~
1146-P_99~ Pumping ~ 4.151057e+03~  2.911189e+04~ true~  0.000000e+00~  1.957500e+01~  2.860200e+01~  0.000000e+00~ 0~ 0~
1147-P_99~ Pumping ~ 1.057478e+04~  2.339127e+04~ true~  0.000000e+00~ -6.579300e+02~  2.673200e+01~  0.000000e+00~ 0~ 0~
1150-P_99~ Pumping ~ 1.062299e+04~  2.336687e+04~ true~  0.000000e+00~ -6.579300e+02~  2.673200e+01~  0.000000e+00~ 0~ 0~
1151-P_99~ Pumping ~ 4.425562e+03~  2.927528e+04~ true~  0.000000e+00~  1.938700e+01~  2.752300e+01~  0.000000e+00~ 0~ 0~
1152-P_99~ Pumping ~ 1.058053e+04~  2.340417e+04~ true~  0.000000e+00~ -6.394300e+02~  1.640900e+01~  0.000000e+00~ 0~ 0~
1153-P_99~ Pumping ~ 1.204055e+04~  2.391859e+04~ true~  0.000000e+00~ -9.476800e+02~  1.247200e+01~  0.000000e+00~ 0~ 0~
1154-P_99~ Pumping ~ 1.088518e+04~  2.180163e+04~ true~  0.000000e+00~ -9.208700e+02~  1.682300e+01~  0.000000e+00~ 0~ 0~
1155-P_99~ Pumping ~ 1.116319e+04~  2.370090e+04~ true~  0.000000e+00~ -7.522900e+02~  1.501100e+01~  0.000000e+00~ 0~ 0~
1156-P_99~ Pumping ~ 1.169686e+04~  2.398151e+04~ true~  0.000000e+00~ -8.448400e+02~  1.341100e+01~  0.000000e+00~ 0~ 0~
1157-P_99~ Pumping ~ 1.229677e+04~  2.461434e+04~ true~  0.000000e+00~ -8.866900e+02~  1.420000e+01~  0.000000e+00~ 0~ 0~
1160-P_99~ Pumping ~ 1.348502e+04~  2.688160e+04~ true~  0.000000e+00~ -7.369200e+02~  1.011500e+01~  0.000000e+00~ 0~ 0~
1161-P_99~ Pumping ~ 1.443180e+04~  2.943037e+04~ true~  0.000000e+00~ -3.075000e+02~  4.901400e+00~  0.000000e+00~ 0~ 0~
1162-P_99~ Pumping ~ 1.000329e+04~  1.745971e+04~ true~  0.000000e+00~ -9.407600e+02~  1.658500e+00~  0.000000e+00~ 0~ 0~
1164-P_99~ Pumping ~ 1.393340e+04~  2.701988e+04~ true~  0.000000e+00~ -7.680900e+02~  5.167900e+00~  0.000000e+00~ 0~ 0~
1168-P_99~ Pumping ~ 1.358842e+04~  2.774797e+04~ true~  0.000000e+00~ -5.769100e+02~  1.126200e+01~  0.000000e+00~ 0~ 0~
1172-P_99~ Pumping ~ 1.169264e+04~  2.391947e+04~ true~  0.000000e+00~ -8.448400e+02~  1.341100e+01~  0.000000e+00~ 0~ 0~
1173-P_99~ Pumping ~ 1.167192e+04~  2.393583e+04~ true~  0.000000e+00~ -8.448400e+02~  1.341100e+01~  0.000000e+00~ 0~ 0~
1174-P_99~ Pumping ~ 1.425866e+04~  2.894744e+04~ true~  0.000000e+00~ -4.318700e+02~  9.808100e+00~  0.000000e+00~ 0~ 0~
1176-P_99~ Pumping ~ 1.340147e+04~  2.756138e+04~ true~  0.000000e+00~ -5.855600e+02~  1.014500e+01~  0.000000e+00~ 0~ 0~
1177-P_99~ Pumping ~ 1.328786e+04~  2.561228e+04~ true~  0.000000e+00~ -9.167600e+02~  1.091500e+01~  0.000000e+00~ 0~ 0~
1178-P_99~ Pumping ~ 8.578506e+03~  2.576956e+04~ true~  0.000000e+00~ -1.903700e+02~  2.299800e+01~  0.000000e+00~ 0~ 0~
1180-P_99~ Pumping ~ 1.393273e+04~  2.696155e+04~ true~  0.000000e+00~ -7.911800e+02~  3.455700e+00~  0.000000e+00~ 0~ 0~
1181-P_99~ Pumping ~ 1.103100e+04~  2.075589e+04~ true~  0.000000e+00~ -1.285300e+03~  1.279700e+01~  0.000000e+00~ 0~ 0~
1182-P_99~ Pumping ~ 1.017347e+04~  2.380249e+04~ true~  0.000000e+00~ -5.149300e+02~  3.410200e+01~  0.000000e+00~ 0~ 0~
1183-P_99~ Pumping ~ 1.066393e+04~  2.343352e+04~ true~  0.000000e+00~ -6.394300e+02~  1.640900e+01~  0.000000e+00~ 0~ 0~
1184-P_99~ Pumping ~ 1.164403e+04~  3.111347e+04~ true~  0.000000e+00~ -1.626000e+02~  8.161500e+00~  0.000000e+00~ 0~ 0~
1186-P_99~ Pumping ~ 1.361364e+04~  2.389441e+04~ true~  0.000000e+00~ -1.578500e+03~  2.578800e+00~  0.000000e+00~ 0~ 0~
1187-P_99~ Pumping ~ 1.310514e+04~  2.585532e+04~ true~  0.000000e+00~ -8.621000e+02~  1.155400e+01~  0.000000e+00~ 0~ 0~
1188-P_99~ Pumping ~ 1.297044e+04~  1.759280e+04~ true~  0.000000e+00~ -2.546600e+03~  7.217800e+00~  0.000000e+00~ 0~ 0~
1189-P_99~ Pumping ~ 1.364940e+04~  2.555325e+04~ true~  0.000000e+00~ -1.011700e+03~  9.499500e+00~  0.000000e+00~ 0~ 0~
1191-P_99~ Pumping ~ 6.023208e+03~  2.851257e+04~ true~  0.000000e+00~ -3.656100e+01~  2.551700e+01~  0.000000e+00~ 0~ 0~
1207-P_99~ Pumping ~ 3.534345e+03~  2.884218e+04~ true~  0.000000e+00~  1.686800e+01~  2.386800e+01~  0.000000e+00~ 0~ 0~
1208-P_99~ Pumping ~ 3.503843e+03~  2.893571e+04~ true~  0.000000e+00~  1.791800e+01~  2.491800e+01~  0.000000e+00~ 0~ 0~
1209-P_99~ Pumping ~ 3.498264e+03~  2.888927e+04~ true~  0.000000e+00~  2.035300e+01~  2.735300e+01~  0.000000e+00~ 0~ 0~
120-P_98~ Pumping ~ 1.367671e+04~  2.426461e+04~ true~  0.000000e+00~ -1.477700e+03~  5.237800e+00~  0.000000e+00~ 0~ 0~
1210-P_99~ Pumping ~ 3.313366e+03~  2.929302e+04~ true~  0.000000e+00~  2.096900e+01~  2.796900e+01~  0.000000e+00~ 0~ 0~
1211-P_99~ Pumping ~ 3.374480e+03~  2.921484e+04~ true~  0.000000e+00~  2.096900e+01~  2.796900e+01~  0.000000e+00~ 0~ 0~
1213-P_99~ Pumping ~ 2.873675e+03~  2.954235e+04~ true~  0.000000e+00~  2.251300e+01~  2.951300e+01~  0.000000e+00~ 0~ 0~
1214-P_99~ Pumping ~ 1.343459e+04~  2.761498e+04~ true~  0.000000e+00~ -5.737300e+02~  1.131700e+01~  0.000000e+00~ 0~ 0~
121-P_98~ Pumping ~ 9.346872e+03~  2.663405e+04~ true~  0.000000e+00~ -1.201900e+02~  1.049400e+01~  0.000000e+00~ 0~ 0~
1221-P_99~ Pumping ~ 1.183960e+04~  2.675989e+04~ true~  0.000000e+00~ -4.692500e+02~  8.358900e+00~  0.000000e+00~ 0~ 0~
1222-P_99~ Pumping ~ 1.220358e+04~  2.393624e+04~ true~  0.000000e+00~ -1.041400e+03~  1.263700e+01~  0.000000e+00~ 0~ 0~
1223-P_99~ Pumping ~ 1.353285e+04~  1.833659e+04~ true~  0.000000e+00~ -2.626700e+03~  3.000700e+00~  0.000000e+00~ 0~ 0~
1224-P_99~ Pumping ~ 1.066324e+04~  2.227779e+04~ true~  0.000000e+00~ -8.010200e+02~  3.512100e+01~  0.000000e+00~ 0~ 0~
1225-P_99~ Pumping ~ 1.419508e+04~  1.765327e+04~ true~  0.000000e+00~ -2.750400e+03~  1.149700e+00~  0.000000e+00~ 0~ 0~
1227-P_99~ Pumping ~ 1.332188e+04~  2.494874e+04~ true~  0.000000e+00~ -1.113600e+03~  1.264200e+01~  0.000000e+00~ 0~ 0~
1228-P_99~ Pumping ~ 1.349389e+04~  2.636537e+04~ true~  0.000000e+00~ -8.343900e+02~  1.155900e+01~  0.000000e+00~ 0~ 0~
1229-P_99~ Pumping ~ 1.360020e+04~  2.388498e+04~ true~  0.000000e+00~ -1.578500e+03~  2.578800e+00~  0.000000e+00~ 0~ 0~
122-P_98~ Pumping ~ 1.345496e+04~  2.569001e+04~ true~  0.000000e+00~ -9.479600e+02~  9.176900e+00~  0.000000e+00~ 0~ 0~
123-P_98~ Pumping ~ 1.157991e+04~  2.365770e+04~ true~  0.000000e+00~ -8.434700e+02~  1.689700e+01~  0.000000e+00~ 0~ 0~
124-P_98~ Pumping ~ 1.349653e+04~  1.848283e+04~ true~  0.000000e+00~ -2.615400e+03~  3.106300e+00~  0.000000e+00~ 0~ 0~
128-P_98~ Pumping ~ 1.038569e+04~  3.116236e+04~ true~  0.000000e+00~ -9.905600e+01~  7.980400e+00~  0.000000e+00~ 0~ 0~
1295-P_99~ Pumping ~ 1.344383e+04~  2.755598e+04~ true~  0.000000e+00~ -5.855600e+02~  1.014500e+01~  0.000000e+00~ 0~ 0~
1296-P_99~ Pumping ~ 1.337851e+04~  2.434787e+04~ true~  0.000000e+00~ -1.330000e+03~  1.724300e+01~  0.000000e+00~ 0~ 0~
1297-P_99~ Pumping ~ 1.310477e+04~  2.614840e+04~ true~  0.000000e+00~ -8.218800e+02~  8.883900e+00~  0.000000e+00~ 0~ 0~
1298-P_99~ Pumping ~ 1.320180e+04~  2.697775e+04~ true~  0.000000e+00~ -6.794800e+02~  1.019500e+01~  0.000000e+00~ 0~ 0~
1299-P_99~ Pumping ~ 1.385042e+04~  2.646011e+04~ true~  0.000000e+00~ -8.641100e+02~  7.422600e+00~  0.000000e+00~ 0~ 0~
1300-P_99~ Pumping ~ 1.382288e+04~  2.586320e+04~ true~  0.000000e+00~ -9.675400e+02~  3.646900e+00~  0.000000e+00~ 0~ 0~
1304-P_99~ Pumping ~ 1.376341e+04~  2.613035e+04~ true~  0.000000e+00~ -9.033900e+02~  8.608800e+00~  0.000000e+00~ 0~ 0~
1305-P_99~ Pumping ~ 1.355135e+04~  2.523592e+04~ true~  0.000000e+00~ -1.087700e+03~  9.715700e+00~  0.000000e+00~ 0~ 0~
1307-P_99~ Pumping ~ 1.352168e+04~  1.916907e+04~ true~  0.000000e+00~ -2.446200e+03~  1.108800e+00~  0.000000e+00~ 0~ 0~
1308-P_99~ Pumping ~ 1.345421e+04~  1.909976e+04~ true~  0.000000e+00~ -2.435000e+03~  1.664600e+00~  0.000000e+00~ 0~ 0~
1309-P_99~ Pumping ~ 1.338693e+04~  2.173171e+04~ true~  0.000000e+00~ -1.845600e+03~  7.519800e+00~  0.000000e+00~ 0~ 0~
1310-P_99~ Pumping ~ 1.016575e+04~  2.401469e+04~ true~  0.000000e+00~ -4.977300e+02~  5.724200e+01~  0.000000e+00~ 0~ 0~
1312-P_99~ Pumping ~ 8.529223e+03~  1.790952e+04~ true~  0.000000e+00~ -8.857900e+02~  7.599100e+00~  0.000000e+00~ 0~ 0~
1313-P_99~ Pumping ~ 9.560968e+03~  2.657811e+04~ true~  0.000000e+00~ -2.382300e+02~  9.040100e+00~  0.000000e+00~ 0~ 0~
1314-P_99~ Pumping ~ 9.616792e+03~  2.545809e+04~ true~  0.000000e+00~ -3.522000e+02~  1.459600e+01~  0.000000e+00~ 0~ 0~
1317-P_99~ Pumping ~ 1.196474e+04~  2.553337e+04~ true~  0.000000e+00~ -6.488100e+02~  1.362600e+01~  0.000000e+00~ 0~ 0~
1318-P_99~ Pumping ~ 1.449502e+04~  3.000957e+04~ true~  0.000000e+00~ -2.021400e+02~  5.937700e+00~  0.000000e+00~ 0~ 0~
1319-P_99~ Pumping ~ 1.359199e+04~  2.532464e+04~ true~  0.000000e+00~ -1.049700e+03~  1.099000e+01~  0.000000e+00~ 0~ 0~
131-P_98~ Pumping ~ 1.374548e+04~  2.764545e+04~ true~  0.000000e+00~ -6.282200e+02~  1.059700e+01~  0.000000e+00~ 0~ 0~
1320-P_99~ Pumping ~ 1.416149e+04~  2.804104e+04~ true~  0.000000e+00~ -6.241400e+02~  6.477100e+00~  0.000000e+00~ 0~ 0~
1321-P_99~ Pumping ~ 1.416469e+04~  2.780970e+04~ true~  0.000000e+00~ -6.637800e+02~  4.427900e+00~  0.000000e+00~ 0~ 0~
1322-P_99~ Pumping ~ 1.363735e+04~  2.659225e+04~ true~  0.000000e+00~ -8.245700e+02~  1.221700e+01~  0.000000e+00~ 0~ 0~
1323-P_99~ Pumping ~ 1.362634e+04~  2.656725e+04~ true~  0.000000e+00~ -8.245700e+02~  1.221700e+01~  0.000000e+00~ 0~ 0~
1324-P_99~ Pumping ~ 1.329682e+04~  2.767456e+04~ true~  0.000000e+00~ -5.312400e+02~  9.126300e+00~  0.000000e+00~ 0~ 0~
132-P_98~ Pumping ~ 1.384035e+04~  2.600877e+04~ true~  0.000000e+00~ -9.356600e+02~  5.132800e+00~  0.000000e+00~ 0~ 0~
1331-P_99~ Pumping ~ 1.368222e+04~  2.382786e+04~ true~  0.000000e+00~ -1.578500e+03~  2.578800e+00~  0.000000e+00~ 0~ 0~
1332-P_99~ Pumping ~ 1.327177e+04~  1.788939e+04~ true~  0.000000e+00~ -2.627000e+03~  5.600400e+00~  0.000000e+00~ 0~ 0~
1333-P_99~ Pumping ~ 1.109714e+04~  2.351197e+04~ true~  0.000000e+00~ -7.006600e+02~  1.371600e+01~  0.000000e+00~ 0~ 0~
1334-P_99~ Pumping ~ 1.101627e+04~  2.352678e+04~ true~  0.000000e+00~ -7.006600e+02~  1.371600e+01~  0.000000e+00~ 0~ 0~
1337-P_99~ Pumping ~ 9.851353e+03~  2.466552e+04~ true~  0.000000e+00~ -3.966000e+02~  3.319700e+01~  0.000000e+00~ 0~ 0~
1338-P_99~ Pumping ~ 1.220580e+04~  2.361473e+04~ true~  0.000000e+00~ -1.082700e+03~  1.473800e+01~  0.000000e+00~ 0~ 0~
1344-P_99(B)~ Pumping ~ 1.101700e+04~  2.352670e+04~ true~  0.000000e+00~ -7.006600e+02~  1.371600e+01~  0.000000e+00~ 0~ 0~
1346-P_99~ Pumping ~ 1.220185e+04~  2.363919e+04~ true~  0.000000e+00~ -1.082700e+03~  1.473800e+01~  0.000000e+00~ 0~ 0~
1353-P_99~ Pumping ~ 1.302533e+04~  2.111851e+04~ true~  0.000000e+00~ -1.935200e+03~  4.792000e+00~  0.000000e+00~ 0~ 0~
1354-P_99~ Pumping ~ 1.421886e+04~  2.799898e+04~ true~  0.000000e+00~ -6.589800e+02~  3.053100e+00~  0.000000e+00~ 0~ 0~
1365-P_99~ Pumping ~ 3.480264e+03~  2.901973e+04~ true~  0.000000e+00~  2.079100e+01~  2.779100e+01~  0.000000e+00~ 0~ 0~
1366-P_99~ Pumping ~ 3.363191e+03~  2.890936e+04~ true~  0.000000e+00~  2.071600e+01~  2.771600e+01~  0.000000e+00~ 0~ 0~
1368-P_99~ Pumping ~ 3.594876e+03~  2.881953e+04~ true~  0.000000e+00~  1.686800e+01~  2.386800e+01~  0.000000e+00~ 0~ 0~
1370-P_99~ Pumping ~ 1.350904e+04~  2.508338e+04~ true~  0.000000e+00~ -1.164500e+03~  1.048900e+01~  0.000000e+00~ 0~ 0~
